"id","name","centerid"
946,"Dael Allabush",1081
947,"Celestine Brewis",2002
948,"Nita Inger",1648
949,"Betty Nealand",1554
950,"Guglielmo Dominiak",673
951,"Archibaldo Nation",1567
952,"Skip Tettley",1167
953,"Donnie Piddletown",889
954,"Mabelle Jays",166
955,"Orv Dibdin",1470
956,"Lianne Skeldon",1407
957,"Mildrid Lorek",762
958,"Barri Cadogan",1341
959,"Jacky Kayne",526
960,"Sean Turfitt",1044
961,"Axe Hailston",722
962,"Viki Langlois",240
963,"Kipp Dunnet",110
964,"Barnie Ellin",948
965,"Lacee Stogill",1804
966,"Carissa Moralee",364
967,"Marcella Jevon",1490
968,"Chrotoem Andrea",1026
969,"Jaquenette Shoppee",907
970,"Melodie Bernardini",10
971,"Etienne Lowbridge",1323
972,"Brandise O Mullen",824
973,"Johny Magog",1100
974,"Sutherlan Teager",1672
975,"Ricki Coleby",1327
976,"Olympia Helkin",768
977,"Ely Athersmith",1830
978,"Gavra Aldrich",1652
979,"Feliza Pickavant",289
980,"Payton Viles",1998
981,"Phylis De Blasi",1508
982,"Doria Verheyden",1949
983,"Carmita Painten",1027
984,"Bastian Ganiford",746
985,"Dore Babin",901
986,"Tersina Statton",568
987,"Grazia Darrington",1649
988,"Wenda Proctor",1010
989,"Glenn Burberry",926
990,"Camellia Chevers",304
991,"Kenyon Flanaghan",1343
992,"Welch Gerger",1818
993,"Audrye Saunders",133
994,"Page Bennet",1129
995,"Emily MacArthur",412
996,"Vanya Flegg",1344
997,"Prudi Surmeir",1698
998,"Jillene Gogay",474
999,"Leland McBeith",865
1000,"Ermanno Halse",1296
1001,"Lynde McElhargy",1912
1002,"Hanni Mehmet",1189
1003,"Maurise Watford",908
1004,"Laurena Olexa",611
1005,"Rowan Rattenbury",329
1006,"Kermit Giacomuzzi",777
1007,"Laureen Curston",136
1008,"Callie Kerswill",23
1009,"Merrielle Chevers",983
1010,"Sissie Coale",12
1011,"Barry Reyburn",494
1012,"Ursa Hegg",807
1013,"Brunhilda Ronchi",1282
1014,"Kathrine Picard",135
1015,"Karita Bacon",1863
1016,"Tomasine Lambrook",377
1017,"Letitia Blyden",224
1018,"Joyous Burwood",992
1019,"Car Boriston",1524
1020,"Bern Spur",1700
1021,"Marita Kendall",1993
1022,"Maureen Casina",218
1023,"Fredia Greggor",1518
1024,"Dael Allabush",1288
1025,"Lydon Kitley",1170
1026,"Antonina Sawney",624
1027,"Maison Zack",414
1028,"Parke Poynter",1120
1029,"Leigha Wohler",1352
1030,"Fancie Talby",1020
1031,"Brear Pockett",1325
1032,"Artair Worsfield",1029
1033,"Ruperta Padkin",1981
1034,"Meredeth Marquese",1934
1035,"Perice Lidell",269
1036,"Clemmy Gresswell",286
1037,"Jania Caldecott",1448
1038,"Enos Grice",1999
1039,"Caril Gwilliam",1241
1040,"Sisely Meeking",837
1041,"Nancey Mozzi",939
1042,"Raffaello Wilman",1590
1043,"Allissa Down",762
1044,"Nobe Tippler",241
1045,"Julee Dever",660
1046,"Ingram Von Oertzen",1747
1047,"Gianni Olsen",1918
1048,"Talbert Freed",701
1049,"Hirsch Burgess",969
1050,"Tyne Roose",710
1051,"Elbertine Ribchester",1632
1052,"Arnuad Slocombe",831
1053,"Jeralee Erratt",1431
1054,"Gaven Hurndall",1402
1055,"Verney Tamblingson",1519
1056,"Sharon Albone",1202
1057,"Dyna Ropp",1255
1058,"Hertha Arnao",1750
1059,"Calhoun McJarrow",450
1060,"Nevin Sansam",25
1061,"Noble Buesnel",582
1062,"Kiri Pavlishchev",511
1063,"Dania Kersaw",1011
1064,"Deerdre Postles",1230
1065,"Ulrika Townley",1454
1066,"Yuri Shay",971
1067,"Hakim Dolley",1514
1068,"Wynny Plowright",132
1069,"Theobald Deave",1686
1070,"Libby Bohman",1756
1071,"Anett Darragon",1177
1072,"Ailsun MacCulloch",418
1073,"Goldie Trusler",1212
1074,"Paolo Croucher",1690
1075,"Zaccaria Norkutt",351
1076,"Johny Fores",1683
1077,"Marlena Finan",299
1078,"Vera Siddle",161
1079,"Cody Featherstonhalgh",1808
1080,"Woodie Ker",1083
1081,"Laurens Cossar",1134
1082,"Kayle Toffoloni",1916
1083,"Brittaney Magauran",1751
1084,"Elysee Thorold",946
1085,"Barbie Merrifield",1497
1086,"Deva Whitley",17
1087,"Benito Ruter",945
1088,"Paulie Lindstrom",1856
1089,"Catharina Winnister",374
1090,"Randie Lavrick",1680
1091,"Loria Stonner",126
1092,"Abraham Caldero",1933
1093,"Jarrad Renny",367
1094,"Gerry Sammut",849
1095,"Jaye Llewellin",698
1096,"Pier Garner",1701
1097,"Clerkclaude Kienlein",1032
1098,"Artur Figurski",1390
1099,"Kermy Tennewell",1833
1100,"Bonnibelle Senten",755
1101,"Tamarra Rodane",1281
1102,"Malinde Deverale",1777
1103,"Deanna Plummer",1129
1104,"Kylie Neary",682
1105,"Stephan Morando",970
1106,"Vincent Matas",124
1107,"Dunstan Crock",914
1108,"Doe Deschlein",1534
1109,"Elbertine Kinnaird",1132
1110,"Christiane Reidshaw",719
1111,"Nil Knewstubb",310
1112,"Sioux Lowings",209
1113,"Alasteir Simkins",1109
1114,"Smitty Ragdale",737
1115,"Louis Cherry Holme",321
1116,"Berte Klugel",694
1117,"Brooks Sinott",348
1118,"Bink Rubenovic",1436
1119,"Larry Wilkin",1250
1120,"Scot Bossons",952
1121,"May Musgrove",122
1122,"Elena Karpushkin",1791
1123,"Benedetto Liddicoat",857
1124,"Xavier Forward",783
1125,"Eward Pichan",930
1126,"Katya Spieght",1688
1127,"Bonnie Golde",447
1128,"Titus Canner",1184
1129,"Missie Canas",714
1130,"Nicolea Dodd",872
1131,"Teddi Lapthorn",1211
1132,"Marthe Askin",56
1133,"Karol Noore",1010
1134,"Leonerd Bench",577
1135,"Florette Ormston",1114
1136,"Christy Champney",1078
1137,"Elka Cope",1904
1138,"Sergei Marl",596
1139,"Maggee Hutchin",1696
1140,"Claribel Bohey",917
1141,"Price Labin",29
1142,"Adelle Patroni",1896
1143,"Jeannie Greeding",1531
1144,"Amber Buffy",1290
1145,"Amelie Molines",1675
1146,"Harmonia Dederick",100
1147,"Flossy Robertazzi",810
1148,"Neddy Dishmon",1131
1149,"Chane Hoofe",1697
1150,"Larry Le Breton",804
1151,"Wes Presser",368
1152,"Jamey Baiyle",788
1153,"Roberto Plumbe",287
1154,"Adan Drinan",1895
1155,"Jo-anne Venmore",695
1156,"Veronique Hurler",627
1157,"Hugues McGreay",1054
1158,"Georges Davenhall",1877
1159,"Clay Engel",157
1160,"Pearline Treweke",1545
1161,"Cob Slograve",1252
1162,"Alice Harflete",455
1163,"Florencia Diggle",874
1164,"Odey Krystek",325
1165,"Marcus Joney",183
1166,"Verina Coldbathe",220
1167,"Brinna Calderwood",1119
1168,"Karen Francisco",96
1169,"Galen Mardoll",291
1170,"Felike Gare",1656
1171,"Caresa Brownett",1926
1172,"Grantham Baytrop",1874
1173,"Franciskus Fasham",102
1174,"Ambros Sultana",1093
1175,"Elane Praundlin",1328
1176,"Christian Annis",1587
1177,"Christan Pinder",1980
1178,"Silvan Alcock",1959
1179,"Gerianna Iwaszkiewicz",898
1180,"Kelci Gilley",1995
1181,"Gwenore Shingler",1577
1182,"Orelia Antoniewski",1035
1183,"Haskel Badwick",1886
1184,"Zedekiah Tupie",206
1185,"Dorisa Kobera",417
1186,"Mariann Daltrey",865
1187,"Tallie Artinstall",1539
1188,"Helene Longthorn",453
1189,"Adara Dobrowski",1891
1190,"Xylina Froud",1318
1191,"Jacques Patria",1302
1192,"Orrin Walklett",1897
1193,"Alessandra Blindmann",1495
1194,"Saw Lemmon",1372
1195,"Austin Pawle",1278
1196,"Lucienne Landeaux",378
1197,"Sloane Cartlidge",1258
1198,"Hakeem Capineer",1568
1199,"Pepito Swigger",1807
1200,"Winnie De Lascy",824
1201,"Tabor Rickword",507
1202,"Rich Waring",1677
1203,"Leroi Ambresin",1586
1204,"Winslow Yoakley",532
1205,"Kara-lynn Lupton",457
1206,"Tracy Ryley",535
1207,"Dario Sextie",154
1208,"Trip McKeggie",144
1209,"James Rimes",690
1210,"Phaedra Le Barre",1383
1211,"Ignatius Dive",271
1212,"Merline Skeleton",50
1213,"Faith Gilkison",1025
1214,"Brinn Summerhayes",242
1215,"Nevile Somerton",858
1216,"Allayne Chrippes",1200
1217,"Fawn Fairchild",813
1218,"Colby Obern",1805
1219,"Wylie Harte",1151
1220,"Dalton Kaufman",304
1221,"Ardyth Mila",734
1222,"Theresa Grimsley",1988
1223,"Holly-anne Tremathick",1392
1224,"Tod Najafian",1043
1225,"Letti Kirvell",85
1226,"Carolyn Finley",305
1227,"Gerik Guerro",1298
1228,"Delilah Johanchon",1636
1229,"Bartholemy Wharby",1990
1230,"Theo Gounod",1398
1231,"Dominic Francesc",839
1232,"Willie Ruddock",311
1233,"Norah Neville",57
1234,"Herby Cashford",223
1235,"Mandie Meuse",1905
1236,"Lew Birtle",1228
1237,"Trudie Dumper",127
1238,"Dallas Brame",602
1239,"Helaina Lammerts",830
1240,"Clarisse Bontoft",1419
1241,"Nappy Baglin",1954
1242,"Dore Sallery",538
1243,"Donal Kimbly",1517
1244,"Kailey Grassi",610
1245,"Luella Sweetenham",1771
1246,"Sol Joao",1989
1247,"Sherlocke Arendt",387
1248,"Callean Dodworth",989
1249,"Myca Daniell",1379
1250,"Dosi Ackery",151
1251,"Goraud Ivetts",20
1252,"Shanie Di Antonio",1532
1253,"Ryon Cato",524
1254,"Jobi Birtchnell",1860
1255,"Eveline Kanwell",1915
1256,"Heidi Cunrado",1723
1257,"Marcy Lodevick",115
1258,"Inesita Sherratt",876
1259,"Devi Sedgmond",1441
1260,"Frasier Lortzing",691
1261,"Myrtice Crichten",282
1262,"Dolores Rabley",44
1263,"Seamus Forman",845
1264,"Gayleen Switzer",444
1265,"Hamlen Tomlinson",1838
1266,"Raychel Morey",1059
1267,"Walt Hinchon",1308
1268,"Tammie Melland",1022
1269,"Lisbeth Litt",1798
1270,"Sebastian Klaes",1404
1271,"Austen Westoll",1565
1272,"Cassandry Scopyn",61
1273,"Manfred Bahls",1295
1274,"Lu Manifold",153
1275,"Cary Sauniere",1642
1276,"Bellina Money",1730
1277,"Cthrine Pirrey",1440
1278,"Clerissa Panchin",809
1279,"Karin Liggett",940
1280,"Massimiliano Pearcey",9
1281,"Horst Favell",758
1282,"Lissa Stoppe",765
1283,"Augustina Pawlett",1712
1284,"Asia Sabey",1592
1285,"Jocko Charopen",118
1286,"Scotty Tran",1622
1287,"Donnell Osgar",16
1288,"Vivia Heyworth",1174
1289,"Templeton Ledgerton",1267
1290,"Chickie Dalliwater",79
1291,"Gae Mackriell",159
1292,"Hester Lundy",1983
1293,"Moll Capelen",1305
1294,"Gard Doag",137
1295,"Emalia Loughane",1801
1296,"Powell Sands-Allan",1362
1297,"Philipa Knutton",516
1298,"Barthel Keay",693
1299,"Esdras MacPaik",848
1300,"Archer Lillistone",528
1301,"Cora Klishin",428
1302,"Priscilla Gleadhall",1848
1303,"Josh Milburne",1327
1304,"Cecily Blissitt",110
1305,"Edmund Sanbrook",1437
1306,"Stephine Curwood",69
1307,"Gretchen Arton",1220
1308,"Ellerey Edgehill",1420
1309,"Tome Tunder",581
1310,"Dinnie Doncaster",1536
1311,"Tull Weall",1464
1312,"Maxi Jervis",31
1313,"Dunstan MacKall",798
1314,"Lyndsay Keppin",395
1315,"Emmaline Di Matteo",1638
1316,"Randell Nell",550
1317,"Udall Ridge",1260
1318,"Teresita Yetts",1839
1319,"Cris Potten",1391
1320,"Jeana Penvarne",622
1321,"Tildy Castilla",1024
1322,"Jaquelyn Dalling",1084
1323,"Bondon Chifney",1840
1324,"Willie Kynnd",1039
1325,"Ave Hause",1529
1326,"Den Gerbl",1164
1327,"Arin Nassau",826
1328,"Donalt Luberto",530
1329,"Cooper Spring",979
1330,"Mareah Vann",1971
1331,"Kristina Krystof",1465
1332,"Valli Colcomb",30
1333,"Frants Rainbird",559
1334,"Randolf Mowsdale",215
1335,"Tiler Schlagtmans",1929
1336,"Codi Marjanovic",823
1337,"Faunie Valentin",1657
1338,"Naomi Tuxell",790
1339,"Fairlie Leades",26
1340,"Dominik Whittam",78
1341,"Loydie Moye",225
1342,"Nelson Hlavac",431
1343,"Mora Moine",929
1344,"Meryl Waeland",470
1345,"Bobine Mandre",953
1346,"Hastie Chedgey",997
1347,"Chance Seary",119
1348,"Kathye Patek",1588
1349,"Jaquith Cosbey",1374
1350,"Faina Hothersall",1407
1351,"Ephrayim Keetley",4
1352,"Carey Merrisson",1154
1353,"Phillis Chartre",391
1354,"Darcey Dod",1900
1355,"Laure Capon",181
1356,"Ozzy Norrey",47
1357,"Gloriana Apdell",38
1358,"Gabey Lago",749
1359,"Chucho Mynott",754
1360,"Niki Sacco",1044
1361,"Gun Suerz",1516
1362,"Alexandrina Hessenthaler",1704
1363,"Sigismond Pegg",1062
1364,"Rodolph Eveleigh",1053
1365,"Pamella Henrion",408
1366,"Thomasa Strafford",1071
1367,"Morena Cockley",984
1368,"Marjory Iacovino",1674
1369,"Friedrich Simionescu",1857
1370,"Hatti Kingsnode",442
1371,"Darcee Keiley",221
1372,"Cordy Shellibeer",36
1373,"Stella Scoterbosh",1366
1374,"Mindy Ruter",903
1375,"Geneva Norvel",615
1376,"Barde Holton",199
1377,"Michael Mougel",1938
1378,"Karlik Scandall",1731
1379,"Chance MacLachlan",521
1380,"Prinz Paxforde",214
1381,"Thorpe Lownds",340
1382,"Gabie Longshaw",1399
1383,"Temp Lowden",864
1384,"John Tinsley",345
1385,"Alexandr Manton",1482
1386,"Kimmi Filisov",1724
1387,"Kimmi Treswell",1653
1388,"Muire Muddiman",103
1389,"Faye Sixsmith",194
1390,"Clerc Barron",1526
1391,"Garrett Lantry",635
1392,"Phylis De Blasi",542
1393,"Averil Prium",239
1394,"Malachi Purvess",468
1395,"Russ Mundee",1294
1396,"Olag Granger",727
1397,"Loy Fellos",1412
1398,"Constancy Mabbs",226
1399,"Nata Luberto",353
1400,"Gaylene Boshere",1997
1401,"Josiah Josupeit",851
1402,"Harman Shann",264
1403,"Enrica Achurch",673
1404,"Becky Teresse",252
1405,"Israel Kohen",1635
1406,"Jeniffer Fyers",49
1407,"Golda Menelaws",1188
1408,"Tessi Pacher",1507
1409,"Faunie Mackie",1336
1410,"Louis Steinson",717
1411,"Edd Sharply",1864
1412,"Aila Sevitt",822
1413,"Osborn Boosey",108
1414,"Hedvige Barttrum",270
1415,"Quill Hammonds",806
1416,"Jill Wallbanks",1474
1417,"Blanca Creber",1389
1418,"Morris Jansik",236
1419,"Ralina Attewill",1008
1420,"Larissa Clendennen",1406
1421,"Lorin Paolini",1525
1422,"Dinny Presnail",518
1423,"Anatole Dri",510
1424,"Francesco Leek",1079
1425,"Jobi Fiddler",702
1426,"Jo-anne Eddolls",1459
1427,"Benton Cantillon",1231
1428,"Monte Meeke",1052
1429,"Gwynne Andrzejak",608
1430,"Giffard Firmage",787
1431,"Walther De Cristofalo",1728
1432,"June Mattimoe",1257
1433,"Markos Antognazzi",375
1434,"Waldo Gilliver",1185
1435,"Jordon Purvis",774
1436,"Hank Ambage",1726
1437,"Chloe Evensden",1872
1438,"Raymund Gosland",338
1439,"Dido Woolatt",1206
1440,"Temple Lott",1245
1441,"Thadeus Davydkov",1218
1442,"Honor Tagg",645
1443,"Joyce Saket",1553
1444,"Ermentrude La Padula",1934
1445,"Hildagard Naden",1666
1446,"Burty Rickertsen",831
1447,"Lauritz Downey",1214
1448,"Coretta Buttery",1095
1449,"Giraud Ellcome",260
1450,"Conny Sproul",322
1451,"Nissa Muckart",381
1452,"Hinze Yoskowitz",1435
1453,"Krista Alner",1697
1454,"Isa Deesly",1013
1455,"Jethro Lamble",1191
1456,"Shoshana Lepoidevin",1388
1457,"Katrine Cohan",429
1458,"Stesha Kopacek",1701
1459,"Collie Whiff",1651
1460,"Mickey Marion",679
1461,"Terrill Shortin",134
1462,"Rachel Chrishop",13
1463,"Jolee Carlson",1019
1464,"Gertrude Brende",1272
1465,"Rosanna Tropman",1518
1466,"Cinnamon Mugridge",1690
1467,"Tripp Matityahu",1681
1468,"Flory Leipold",1464
1469,"Pansie Gudgin",1178
1470,"Kev Boost",1260
1471,"Monty Callaghan",1761
1472,"Curcio Beslier",194
1473,"Catlaina Keming",1820
1474,"Berri Borsnall",1749
1475,"Laura Carrigan",158
1476,"Coop Tithecott",507
1477,"Vasili Malbon",969
1478,"Paquito Lukins",1861
1479,"Ira Danes",523
1480,"Aluino Silcock",94
1481,"Anallise Grealish",1530
1482,"Pietra Thunderman",918
1483,"Gayla Daulby",148
1484,"Vanya Flegg",1313
1485,"Donnell Gerbl",438
1486,"Yanaton Dennick",721
1487,"Harlene Stanbrooke",1007
1488,"Ferrell Silkstone",1563
1489,"Freeman Neaves",63
1490,"Sydney Eilert",305
1491,"Fleur Radbourne",1170
1492,"Donaugh Leah",1951
1493,"Harman Shann",1452
1494,"Jozef Spincks",1652
1495,"Mindy Meeus",1541
1496,"Neron Beausang",2002
1497,"Callean Dodworth",759
1498,"Tobin Minerdo",1618
1499,"Coleen McHaffy",1256
1500,"Wally Trewman",270
1501,"Valentino Summerlad",359
1502,"Laird Girardeau",1525
1503,"Tobit Martinho",1565
1504,"Worthy Laetham",1025
1505,"Esma Feavyour",995
1506,"Gan Folk",553
1507,"Anthea Pearmain",744
1508,"Meridith Tarney",1387
1509,"Mildrid Lorek",1195
1510,"Jermain Seeney",1016
1511,"Dalli Symon",426
1512,"Peterus Malam",1066
1513,"Florette Ormston",1702
1514,"Tiphanie Asgodby",1691
1515,"Giuditta Jendrys",1465
1516,"Claresta Ciciari",813
1517,"Regen Readwood",620
1518,"Merci Dunmuir",823
1519,"Moina Shevels",906
1520,"Miquela Golston",809
1521,"Korrie Cicchillo",1023
1522,"Skip Pree",662
1523,"Gery Saggs",632
1524,"Jaymie Macilhench",1649
1525,"Karlee Hurley",1812
1526,"Robinet McAteer",1310
1527,"Udell Groundwator",1540
1528,"Corny Duiged",348
1529,"Stacee Paine",1942
1530,"Pavlov Stoneham",434
1531,"Celka Setterthwait",616
1532,"Morrie Goodfellowe",1364
1533,"Shaine Conduit",698
1534,"Marjory Iacovino",1267
1535,"Andris Deguara",683
1536,"Jillene Gogay",1366
1537,"Antonina Sawney",1097
1538,"Madelin Goatcher",349
1539,"Joly Kershow",209
1540,"Carmita Lampe",1262
1541,"Kippie Goatman",1477
1542,"Armand Caselli",171
1543,"Trenton Limbourne",874
1544,"Brittne Ridel",1677
1545,"Jannel Black",1843
1546,"Rudolf Sibly",1348
1547,"Iorgos Rundle",1706
1548,"Tamarra Burd",1616
1549,"Perle Arrigucci",965
1550,"Benedetta Ruprechter",318
1551,"Boote Gage",1606
1552,"Alon Yeomans",970
1553,"Modesty Houten",1837
1554,"Marice Rickis",124
1555,"Fay Springer",1157
1556,"Eirena Tartt",1995
1557,"Maggee Hutchin",835
1558,"Modesta St Angel",1201
1559,"Oates Barehead",23
1560,"Merrel Allard",186
1561,"Jolee Aubin",1281
1562,"Horst Ianelli",1338
1563,"Loise Taw",467
1564,"Fawnia Mateu",1118
1565,"Gianna Fiddiman",1636
1566,"Rosa Shireff",1663
1567,"Marcela Dorbon",1874
1568,"Clem Leghorn",1686
1569,"Melicent Yann",796
1570,"Katleen Pryce",374
1571,"Jenica Perrington",167
1572,"Raphaela Taillant",572
1573,"Florence Norkutt",613
1574,"Xaviera Lightbody",284
1575,"Bettye Joncic",1219
1576,"Brooks Killough",272
1577,"Melantha Staten",286
1578,"Daniella Edelmann",1265
1579,"Kristina Placido",1196
1580,"Jeffy Vickerstaff",766
1581,"Padraig Jennick",722
1582,"Daryl Skokoe",660
1583,"Ly Hillan",1288
1584,"Pavla De Malchar",622
1585,"Herta Twidell",354
1586,"Valle Dotterill",1453
1587,"Abram Steckings",1362
1588,"Willie Kynnd",1985
1589,"Dori Balfre",1643
1590,"Dionisio Drennan",1251
1591,"Phillipp Andrivel",1549
1592,"Killian Mossdale",798
1593,"Hatti Downey",1817
1594,"Sile Kinson",917
1595,"Skell Webermann",358
1596,"Siward Chessil",115
1597,"Riordan Dufour",838
1598,"Mandie Meuse",293
1599,"Hannah Bohje",465
1600,"Thaddus Thorneywork",940
1601,"Lin Shane",508
1602,"Hadrian Rodgier",588
1603,"Casey McHenry",2003
1604,"Emlynne McCard",836
1605,"Patric Pilmer",1799
1606,"Fernande Danilewicz",1275
1607,"Tait Albert",207
1608,"Cristina Adamoli",1783
1609,"Maryl Maddicks",1337
1610,"Waylon Edson",136
1611,"Colan Walklate",1411
1612,"Benedetto Liddicoat",1879
1613,"Kaitlyn Melato",656
1614,"Allayne Chrippes",1712
1615,"Cinnamon Asson",650
1616,"Pietra Thunderman",956
1617,"Dorella Braunthal",498
1618,"Benedikt Helder",1838
1619,"Ursola Flewett",1844
1620,"Paige Korb",17
1621,"Liz Rowsell",1547
1622,"Martin Presman",693
1623,"Bamby Orrock",1182
1624,"Nollie Rushworth",1885
1625,"Terrye Boner",1117
1626,"Gianna Poulney",954
1627,"Jacqueline Truran",263
1628,"Peirce Worsall",1927
1629,"Griswold Penticost",1880
1630,"Miguel Suff",433
1631,"Ethan Henrych",1857
1632,"Hedvige Pund",1035
1633,"Hernando Safont",463
1634,"Bee Speeks",1240
1635,"Ossie Lavallie",1314
1636,"Bunni Moore",246
1637,"Caril Creber",1845
1638,"Yoshiko Marklew",1467
1639,"Tadeas Wellan",1670
1640,"Eleonore Riddich",412
1641,"Birch Bunch",1936
1642,"Jocelin Peegrem",1723
1643,"Winnie Eveleigh",773
1644,"Francois Greydon",400
1645,"Caresa Hommeau",1685
1646,"Tull Beedle",758
1647,"Humfrey Earles",368
1648,"Alexandre Dollman",1559
1649,"Ferdy Sandyford",1682
1650,"Hillel Lashbrook",87
1651,"Krista Sculley",1628
1652,"Hasty Standen",1590
1653,"Nita Inger",1421
1654,"Lucretia St Quenin",895
1655,"Francesca Ettles",1863
1656,"Valma Eberdt",976
1657,"Elnora Sandy",489
1658,"Kelsy Roofe",155
1659,"Tina Kyme",1578
1660,"Riobard Beckers",687
1661,"Hailey Edworthy",634
1662,"Agata Gabby",1588
1663,"Trixy Cranmere",800
1664,"Carlene Anfonsi",121
1665,"Dorice Loyd",1105
1666,"Sheelah Boulde",783
1667,"Darcee Ivatt",1660
1668,"Mufi MacCague",1790
1669,"Donavon Fockes",805
1670,"Jobie Spykings",625
1671,"Letitia Blyden",1887
1672,"Emogene Trenfield",69
1673,"Haskell Santori",373
1674,"Orbadiah Crossland",1975
1675,"Nadine Douche",1018
1676,"Stephie Speares",571
1677,"Harald Ingall",494
1678,"Tessy Dumpleton",1669
1679,"Bryn McTiernan",1185
1680,"Reiko Trulocke",1847
1681,"Gasper Bang",1593
1682,"Lannie Kinforth",1515
1683,"Roger McCullagh",1773
1684,"Andie Powley",1347
1685,"Ketty Carletti",1071
1686,"Penelope Scrivner",1246
1687,"Maxine Krol",957
1688,"Sheridan Puvia",1917
1689,"Hailey Ure",861
1690,"Corbin Yourell",281
1691,"Angelika Pfertner",979
1692,"Aubrette Bland",1952
1693,"Farlie Blackborow",1581
1694,"Neddie Corney",1088
1695,"Tucky Aaron",1254
1696,"Dion Cokly",1897
1697,"Daisy Depka",1792
1698,"Paddy Figin",1627
1699,"Jenifer Ansill",147
1700,"Bud Riddell",1801
1701,"Taber Bengough",492
1702,"Dyann Simanek",83
1703,"Dorry MacAfee",1407
1704,"Alf Jesper",85
1705,"Yurik Brumhead",697
1706,"Zola Chipman",892
1707,"Angelle Arington",1923
1708,"Tull Reasun",1662
1709,"Tabbie Simchenko",1175
1710,"Emmalyn Gherarducci",546
1711,"Emmaline Cattermole",300
1712,"Lillis Oades",1039
1713,"Keane Winpenny",1443
1714,"Madeline Whiff",1510
1715,"Vinny Bouldstridge",1031
1716,"Nariko Winmill",615
1717,"Kerwin Chazelle",82
1718,"Lorain Philipeau",704
1719,"Garv Bastistini",1418
1720,"Zebedee Lindsay",554
1721,"Tally Cometti",517
1722,"Rachel Chrishop",621
1723,"Kristopher Emanuele",1513
1724,"Alon Bernier",1860
1725,"Andree Richfield",829
1726,"Waldo Gilliver",1984
1727,"Bail Yurevich",1008
1728,"Liam Batchelor",667
1729,"Edik Symcoxe",669
1730,"Letizia Brownhill",1598
1731,"Kellby Sprowell",1437
1732,"Gray Broxton",210
1733,"Zorine Hinkensen",1803
1734,"Bibbie Burbank",126
1735,"Gabi Blackstone",274
1736,"Abram Rannells",26
1737,"Chrisse Grissett",1730
1738,"Brandyn Alexsandrowicz",590
1739,"Jackie Hastwall",1143
1740,"Stepha Shurman",48
1741,"Frans Ripon",1555
1742,"Modestia Trinkwon",1878
1743,"Sascha Parlour",249
1744,"Ethelbert Goff",1633
1745,"Terrel Guppy",180
